92935E8044963E762DCA84024EDAB063,23315.26717557252
3F4E3506DB8F6F9DD0A78DBDB1C57B10,22687.038834951458
2A659DF41745AEED6AAE562985C782AD,22299.802816901407
59109D503B899F944BA934C272259F0C,22260.727574750832
7BF82DF405FE31B89505CE70962669EB,21981.720116618075
D16C32B0E2463004C869B9F17E3D14E0,21910.0
B986A27B349469F521EE108348C5C1ED,21840.16997167139
A84BB14695E98BA0CB4D0484950C161B,21788.387096774193
6BEFDF0175053E1CD632FC3393C090C9,21716.589641434264
8F12B736A25351CF2B4C515DF6BA5CEF,21659.432432432433
72B8C30D4DF03F289699D9CD1E6BB019,21655.240793201134
359979956C0A4390E30F81C86184F4DF,21509.082969432315
0EB70D3B3BE040DAF5D0E6C15E8119FD,21421.12162162162
DE72BB645050C4E54DE38DC5C3F3C783,21419.95
0F8CD038D26AB9254A8566FC646B3157,21373.31330472103
96B7DC0D9175EDC301DABE826126C6AC,21347.593333333334
3251A220F065378A4E35BE26E611DA8D,21264.667582417584
5352D1F7B7A41F1A189697135CEC95C5,21229.204152249134
33522A9922A7DA370F91425CAFD1D3D7,21198.12075471698
EA847BE41E5B30128E2C2AB3867CB9BD,21184.904458598725
6397F7B8CD9FDF005AB0B34B5541A524,21118.325925925925
A5FCFCCF9CF818BE8CC92C9D01B12B10,20995.981651376147
D388F9C152670F202585937FBC7CFF85,20960.157303370786
0F678BDE6948B0C41F5A948B8C9D2B73,20903.479338842975
0356CEA945F0F2EFBC0DB3CACC2204EE,20903.26
BFDA39A2036EE97B89BE81167BD27797,20896.521739130436
BB2FCD32CBD9612F8EBEE3BF38BE5787,20859.69230769231
2194411B1E675A2DF19715E5B1BCD230,20839.477987421382
A16383213C8C356120F2436E26963C40,20772.328358208953
1A567C71B0ACEA2082833A1C3921E5BE,20762.615763546797
